V_BZNO|CONM|ETB_DT|COPR_OPNP_C|BZSCAL_C|EMPCN|STD_INDS_CFC|
1000000589|테스트589|19861212|30|4|145|75122|
1000000590|테스트590|19861126|40|4|26|25113|
1000000591|테스트591|19861118|30|4|71|31202|
1000000592|테스트592|19861121|40|4|5|68112|
1000000593|테스트593|19861127|30|2|589|46591|
1000000594|테스트594|19870915|30|4|84|31322|
1000000595|테스트595|19870101|40|4|16|20132|
1000000596|테스트596|19870101|30|4|94|27213|
1000000597|테스트597|19870101|30|4|565|75310|
1000000598|테스트598|19870201|30|4|79|29180|
1000000599|테스트599|19871001|40|4|0|38110|
1000000600|테스트600|19870114|10|2|6890|62021|
1000000601|테스트601|19870201|40|4|19|29191|
1000000602|테스트602|19870205|30|4|33|22229|
1000000603|테스트603|19870211|30|4|79|38220|
1000000604|테스트604|19740724|10|2|3468|28121|
1000000605|테스트605|19870101|40|4|27|23324|
1000000606|테스트606|19870501|30|4|49|28123|
1000000607|테스트607|19870325|30|2|97|13229|
1000000608|테스트608|19870401|40|4|20|18112|
1000000609|테스트609|19870403|30|9|221|42311|
1000000610|테스트610|19870404|40|4|12|42420|
1000000611|테스트611|19870520|40|4|13|46599|
1000000612|테스트612|19870506|30|4|44|42492|
1000000613|테스트613|19870601|40|4|91|25111|
1000000614|테스트614|19871001|30|4|107|10899|
1000000615|테스트615|19880205|30||42|20129|
1000000616|테스트616|19870715|40|4|14|42201|
1000000617|테스트617|19870701|30|4|33|24123|
1000000618|테스트618|19870618|40|5|8|23991|
1000000619|테스트619|19870618|30|4|60|47119|
1000000620|테스트620|19870626|30|4|1052|74100|
1000000621|테스트621|19870801|30|4|144|46452|
1000000622|테스트622|19870820|30|4|68|26299|
1000000623|테스트623|19870729|10|2|279|63120|
1000000624|테스트624|19870820|30|4|37|26410|
1000000625|테스트625|19940309|30|4|15|68112|
1000000626|테스트626|19870805|30|4|78|35119|
1000000627|테스트627|19871130|30|4|126|10302|
1000000628|테스트628|19870911|30|2|1763|30310|
1000000629|테스트629|19870908|30|4|26|25122|
1000000630|테스트630|19870914|30|2|38|47111|
1000000631|테스트631|19871001|40|4|368|14499|
1000000632|테스트632|19871001|30|4|28|7122|
1000000633|테스트633|19871001|40|4|45|18119|
1000000634|테스트634|19870925|21|6|489|30391|
1000000635|테스트635|19870929|21||854|26294|
1000000636|테스트636|19871101|40|4|9|14300|
1000000637|테스트637|19871015|30||110|14112|
1000000638|테스트638|20020318|30|4|4|68112|
1000000639|테스트639|19871031|30|4|32|24199|
1000000640|테스트640|19871026|40|4|286|74100|
1000000641|테스트641|19871105|30|4|28|25113|
1000000642|테스트642|19871104|30|4|29|46413|
1000000643|테스트643|19871231|30|4|83|10421|
1000000644|테스트644|19880101|30||650|72111|
1000000645|테스트645|19880111|40|4|30|25111|
1000000646|테스트646|19871231|30|4|86|19221|
1000000647|테스트647|19880129|30|4|74|58112|
1000000648|테스트648|19880111|30||152|20119|
1000000649|테스트649|19880311|40|4|15|42491|
1000000650|테스트650|19910801|30|4|290|72919|
1000000651|테스트651|19880210|40|4|4|46800|
1000000652|테스트652|19880212|30|4|266|58121|
1000000653|테스트653|19880301|30|4|159|49301|
1000000654|테스트654|19881201|30|2|1888|52939|
1000000655|테스트655|19880217|10|2|7471|51100|
1000000656|테스트656|19880415|30|4|272|72129|
1000000657|테스트657|19880401|30|4|17|42138|
1000000658|테스트658|19880311|30|4|203|56111|
1000000659|테스트659|19880314|21||144|10902|
1000000660|테스트660|19880315|30|2|25|50112|
1000000661|테스트661|19880516|40|4|10|68121|
1000000662|테스트662|19880104|30||411|20499|
1000000663|테스트663|19880401|92|4|22|14111|
1000000664|테스트664|19880402|21|4|182|33110|
1000000665|테스트665|19880411|21|4|15|63999|
1000000666|테스트666|19880504|30|4|88|46531|
1000000667|테스트667|19880511|40|4|0|74211|
1000000668|테스트668|19880701|30||241|50112|
1000000669|테스트669|19880601|30|4|45|25944|
1000000670|테스트670|19880620|30||137|46510|
1000000671|테스트671|19880603|30||619|76110|
1000000672|테스트672|19880615|40|4|23|22212|
1000000673|테스트673|19880816|40|4|10|46329|
1000000674|테스트674|19880624|40|4|17|14193|
1000000675|테스트675|19880613|29|2|2240|52992|
1000000676|테스트676|19880620|30|4|16|52101|
1000000677|테스트677|19890123|92|4|11|42411|
1000000678|테스트678|19880701|40|4|23|24131|
1000000679|테스트679|19880801|30||30|46441|
1000000680|테스트680|19880701|30|4|52|46750|
1000000681|테스트681|19880816|30||41|71531|
1000000682|테스트682|19880716|40|4|20|71392|
1000000683|테스트683|19880725|30||256|10309|
1000000684|테스트684|19861111|30|4|69|20499|
1000000685|테스트685|19880920|30|4|206|28123|
1000000686|테스트686|19881015|30||164|47919|
1000000687|테스트687|19881105|40|4|33|52992|
1000000688|테스트688|19881012|40|2|0||
1000000689|테스트689|19971020|30|4|8|68111|
1000000690|테스트690|19881028|30|4|33|91191|
1000000691|테스트691|19890101|40|4|5|29221|
1000000692|테스트692|19890101|30|4|23|46721|
1000000693|테스트693|19881130|40|4|30|46721|
1000000694|테스트694|19881217|40|4|33|47859|
1000000695|테스트695|19900618|40|4|11|7121|
1000000696|테스트696|19890701|40|4|3|45211|
1000000697|테스트697|19890127|21|2|1091|41100|
1000000698|테스트698|19890201|30|4|35|10749|
1000000699|테스트699|19890301|40|4|5|27213|
1000000700|테스트700|19890210|30||501|30320|
1000000701|테스트701|19890401|30|4|12|41110|
1000000702|테스트702|19890214|30|2|18|58222|
1000000703|테스트703|19890306|30||33|58222|
1000000704|테스트704|19860506|21||67|64992|
1000000705|테스트705|19890310|40|4|94|74300|
1000000706|테스트706|19890301|30|4|37|24222|
1000000707|테스트707|19890310|30|4|48|58113|
1000000708|테스트708|19891101|30|4|18|46441|
1000000709|테스트709|19890302|30|2|1|68212|
1000000710|테스트710|19890302|30||322|20111|
1000000711|테스트711|19890309|30|4|93|46102|
1000000712|테스트712|19890315|30|4|40|18119|
1000000713|테스트713|19890501|30||88|68121|
1000000714|테스트714|19890401|30|4|122|10820|
1000000715|테스트715|19890330|40|4|36|26310|
1000000716|테스트716|19890424|30|4|38|24222|
1000000717|테스트717|19890421|21|2|82|35200|
1000000718|테스트718|19890701|40|4|3|68121|
1000000719|테스트719|19890506|30||249|46510|
1000000720|테스트720|19890523|30|4|60|52104|
1000000721|테스트721|19890502|10|2|6302|96999|
1000000722|테스트722|19890601|30||30|91136|
1000000723|테스트723|19890714|30|2|230|91121|
1000000724|테스트724|19890520|30|4|4|68112|
1000000725|테스트725|19891001|30||112|24213|
1000000726|테스트726|19890626|30||387|46331|
1000000727|테스트727|19890615|30|4|45|19221|
1000000728|테스트728|20040131|30|4|1|68112|
1000000729|테스트729|19890705|40|4|20|18121|
1000000730|테스트730|19910401|92|0|0||
1000000731|테스트731|19890701|30|4|80|23991|
1000000732|테스트732|19890711|40|8|3|23991|
1000000733|테스트733|19890712|30||132|46311|
1000000734|테스트734|19890731|30|4|109|29176|
1000000735|테스트735|19890801|30|2|198|76390|
1000000736|테스트736|19890823|30|4|46|20202|
1000000737|테스트737|19890904|21||206|29172|
1000000738|테스트738|19890904|30||72|41220|
1000000739|테스트739|19890901|30||49|42132|
1000000740|테스트740|19890927|30|2|82|46311|
1000000741|테스트741|19890908|30|4|44|46464|
1000000742|테스트742|19891201|40|4|2|23324|
1000000743|테스트743|19891001|30|4|244|58222|
1000000744|테스트744|19891028|30||464|10709|
1000000745|테스트745|19891023|40|4|23|25941|
1000000746|테스트746|19891025|30|2|368|29131|
1000000747|테스트747|19891106|30||108|41112|
1000000748|테스트748|19891120|30|4|15|46329|
1000000749|테스트749|19891103|30|6|295|14112|
1000000750|테스트750|19891115|40|4|16|46539|
1000000751|테스트751|19900101|30|4|89|20321|
1000000752|테스트752|19891120|30|6|591|72121|
1000000753|테스트753|19960730|21||1405|72111|
1000000754|테스트754|19961016|40|4|6|10903|
1000000755|테스트755|19900103|30|4|88|20499|
1000000756|테스트756|19900108|30|4|70|26224|
1000000757|테스트757|19900101|40|4|23|29210|
1000000758|테스트758|19900409|40|4|26|46331|
1000000759|테스트759|19900103|30|4|125|46800|
1000000760|테스트760|19900210|30|4|26|46721|
1000000761|테스트761|19900210|21|4|194|46331|
1000000762|테스트762|19900112|40|4|49|58122|
1000000763|테스트763|20010701|30|4|15|68112|
1000000764|테스트764|19900401|40|4|22|10301|
1000000765|테스트765|19900305|40|5|14|23322|
1000000766|테스트766|19900320|30|4|48|46510|
1000000767|테스트767|19900615|30|4|13|46721|
1000000768|테스트768|19900320|92|4|18|23321|
1000000769|테스트769|19900313|40|4|2|47320|
1000000770|테스트770|19900329|30|4|127|72129|
1000000771|테스트771|19900401|30|4|120|72121|
1000000772|테스트772|19900414|30|4|27|46464|
1000000773|테스트773|19900507|40|4|17|46331|
1000000774|테스트774|19990801|30|4|15|68112|
1000000775|테스트775|19900327|40|5|11|41229|
1000000776|테스트776|19900501|30|4|10|30201|
1000000777|테스트777|19900411|10||3612|72129|
1000000778|테스트778|19900520|30|4|121|22299|
1000000779|테스트779|19900615|30|2|57|46312|
1000000780|테스트780|19900605|40|2|0||
1000000781|테스트781|19900605|30|6|6|46593|
1000000782|테스트782|19900701|30|4|50|71310|
1000000783|테스트783|19900712|30|4|27|28112|
1000000784|테스트784|19900701|30||82|46441|
1000000785|테스트785|19900701|21||113|46595|
1000000786|테스트786|19900726|30||147|42311|
1000000787|테스트787|19900901|30||139|46441|
1000000788|테스트788|19900720|30||241|46622|
1000000789|테스트789|19900901|30|4|84|32099|
1000000790|테스트790|19900910|30|4|2|68112|
1000000791|테스트791|19900825|30|4|108|46750|
1000000792|테스트792|19900827|40|5|40|58222|
1000000793|테스트793|19900831|30||94|22212|
1000000794|테스트794|19900910|30|4|13|46721|
1000000795|테스트795|19900925|40|4|8|46431|
1000000796|테스트796|19900927|21|4|185|58222|
1000000797|테스트797|19901102|30||9408|75122|
1000000798|테스트798|19901101|30||124|46591|
1000000799|테스트799|19901011|21|6|379|58222|
1000000800|테스트800|19901016|30|4|125|72129|
1000000801|테스트801|19910101|30||80|68112|
1000000802|테스트802|19990101|30|4|97|15211|
1000000803|테스트803|19910314|30|4|377|58221|
1000000804|테스트804|19910101|30|4|43|28123|
1000000805|테스트805|19901029|30|4|54|42311|
1000000806|테스트806|19910101|30|4|843|74100|
1000000807|테스트807|19910104|21|2|123|25112|
1000000808|테스트808|19901113|30|4|10|68112|
1000000809|테스트809|19901115|30|4|74|46593|
1000000810|테스트810|19901217|30|4|47|23119|
1000000811|테스트811|19901213|30|4|97|46510|
1000000812|테스트812|19901210|21|9|53|46510|
1000000813|테스트813|19901215|30|4|10|46311|
1000000814|테스트814|19900101|30||45|46595|
1000000815|테스트815|19901222|21||643|23999|
1000000816|테스트816|19910501|30|2|1008|74100|
1000000817|테스트817|19910201|40|4|9|25111|
1000000818|테스트818|19910121|30|4|79|61299|
1000000819|테스트819|19910116|40|4|10|46594|
1000000820|테스트820|19910116|40|5|8|64209|
1000000821|테스트821|19910201|30|4|34|14192|
1000000822|테스트822|19910201|40|4|36|46510|
1000000823|테스트823|19910212|30|4|98|46510|
1000000824|테스트824|19910220|30|4|54|15211|
1000000825|테스트825|19940901|30|4|24|46331|
1000000826|테스트826|19910507|30|2|231|41100|
1000000827|테스트827|19910315|30|4|552|72111|
1000000828|테스트828|19910312|30|9|485|14194|
1000000829|테스트829|19910417|40|4|11|42420|
1000000830|테스트830|19910415|40|4|1|68221|
1000000831|테스트831|19910410|30||811|41110|
1000000832|테스트832|19980907|40|4|20|41220|
1000000833|테스트833|19910320|30|2|866|41121|
1000000834|테스트834|19910601|40|4|18|41229|
1000000835|테스트835|19910409|40|4|8|42420|
1000000836|테스트836|19910408|40|4|20|29172|
1000000837|테스트837|19910413|30|1|0||
1000000838|테스트838|19910413|10|2|4334|64992|
1000000839|테스트839|19910430|30|4|50|14120|
1000000840|테스트840|19910515|40|4|3|46510|
1000000841|테스트841|19910426|30|4|70|24132|
1000000842|테스트842|19910511|21||74|46510|
1000000843|테스트843|19921217|30|4|93|76310|
1000000844|테스트844|19910620|30||16|68111|
1000000845|테스트845|19910516|40|5|0|68119|
1000000846|테스트846|19910601|30|4|73|42311|
1000000847|테스트847|19910601|92|2|5|30203|
1000000848|테스트848|19910524|30|5|95|28119|
1000000849|테스트849|19910604|30|4|30|42132|
1000000850|테스트850|19910615|40|4|25|46321|
1000000851|테스트851|19910610|40|5|2|29174|
1000000852|테스트852|19910801|40|4|18|13999|
1000000853|테스트853|19910701|30||18|46441|
1000000854|테스트854|19910619|30|4|15|46733|
1000000855|테스트855|19910617|40|5|50|38110|
1000000856|테스트856|19910801|30||64|46733|
1000000857|테스트857|19910701|40|4|10|46599|
1000000858|테스트858|19910401|40|4|3|68221|
1000000859|테스트859|19910701|30|4|45|28119|
1000000860|테스트860|19910701|30|4|161|46443|
1000000861|테스트861|19910627|40|2|0||
1000000862|테스트862|19910716|40|4|24|17212|
1000000863|테스트863|19910701|40|4|30|28901|
1000000864|테스트864|19910702|30||82|24199|
1000000865|테스트865|20031007|40|4|7|46464|
1000000866|테스트866|19910719|30||152|58222|
1000000867|테스트867|19910805|30|4|354|10129|
1000000868|테스트868|19910723|10||67|46413|
1000000869|테스트869|19910810|30|4|697|75999|
1000000870|테스트870|19910910|30||215|14499|
1000000871|테스트871|19910801|30|4|9|25942|
1000000872|테스트872|19910801|30||99|46441|
1000000873|테스트873|19910731|21||101|30400|
1000000874|테스트874|19920108|30|4|68|58121|
1000000875|테스트875|19910816|40|4|13|29292|
1000000876|테스트876|19910822|30|6|104|46441|
1000000877|테스트877|19910918|40|4|12|42322|
1000000878|테스트878|19910905|40|4|17|47222|
1000000879|테스트879|19910902|10|2|452|62021|
1000000880|테스트880|19910905|30|6|70|46441|
1000000881|테스트881|19910907|30|4|75|27211|
1000000882|테스트882|19910909|30|4|83|42202|
1000000883|테스트883|19911220|40|4|15|27215|
1000000884|테스트884|19911001|40|4|8|46521|
1000000885|테스트885|19911203|30|4|42|46441|
1000000886|테스트886|19910913|30|4|6|68112|
1000000887|테스트887|20020901|30|4|25|41110|
1000000888|테스트888|19911101|40|4|9|29193|
1000000889|테스트889|19911008|30||441|55101|
1000000890|테스트890|19911011|30|4|844|75310|
1000000891|테스트891|19911016|40|4|65|52991|
1000000892|테스트892|19911024|30|4|93|27216|
1000000893|테스트893|19920101|21|4|110|28123|
1000000894|테스트894|19920101|30|4|5|52102|
1000000895|테스트895|19911213|21|2|75|24229|
1000000896|테스트896|19911217|10|6|560|29292|
1000000897|테스트897|19920106|30|4|0|22299|
1000000898|테스트898|19911227|10||327|16212|
1000000899|테스트899|19920706|30|4|125|21212|
1000000900|테스트900|19920115|30|4|48|46599|
1000000901|테스트901|19920109|40|4|9|46433|
1000000902|테스트902|19920131|30|4|52|41226|
1000000903|테스트903|19920206|30|2|81|42131|
1000000904|테스트904|19920123|30|4|141|28201|
1000000905|테스트905|20000425|30|4|15|68111|
1000000906|테스트906|19920210|21||201|62021|
1000000907|테스트907|19920303|40|4|6|42412|
1000000908|테스트908|19920301|30|4|7|19100|
1000000909|테스트909|19920302|30|4|179|42321|
1000000910|테스트910|19920401|40|4|40|21301|
1000000911|테스트911|19920401|30|4|11|46332|
1000000912|테스트912|19920304|40|5|13|28122|
1000000913|테스트913|19920306|30|2|181|41100|
1000000914|테스트914|20000312|30||186|41111|
1000000915|테스트915|19920316|10|2|596|61299|
1000000916|테스트916|19920421|40|4|4|42205|
1000000917|테스트917|19920416|40|4|25|25111|
1000000918|테스트918|19920421|30||1689|56130|
1000000919|테스트919|19920501|30|4|106|21309|
1000000920|테스트920|19931201|30|4|25|30320|
1000000921|테스트921|19920701|29|4|76|21212|
1000000922|테스트922|19920511|30|4|24|13212|
1000000923|테스트923|19920507|40|8|0|42132|
1000000924|테스트924|19920519|30|4|165|56199|
1000000925|테스트925|19920527|21|2|180|13999|
1000000926|테스트926|19920715|40|4|11|42500|
1000000927|테스트927|19920810|40|4|13|41121|
1000000928|테스트928|19920610|21|2|225|46510|
1000000929|테스트929|19920612|40|5|5|13214|
1000000930|테스트930|19920701|91||21|21210|
1000000931|테스트931|19920620|40|4|14|42131|
1000000932|테스트932|19920701|30|4|64|26429|
1000000933|테스트933|19920701|30|4|40|25112|
1000000934|테스트934|19920624|30|4|4|68112|
1000000935|테스트935|19920901|40|4|11|42191|
