V_BZNO|CRDEVL_PTTP_DSC_2021|LS_NICS_GRDC_2021|CRDEVL_PTTP_DSC_2022|LS_NICS_GRDC_2022|CRDEVL_PTTP_DSC_2023|LS_NICS_GRDC_2023|CRDEVL_PTTP_DSC_2024|LS_NICS_GRDC_2024|CRDEVL_PTTP_DSC_2025|LS_NICS_GRDC_2025|
1000000614|13|6|13|8|13|7|13|7|13|8|
1000000615|||||12|7|||||
1000000616|13|12|13|10|13|9|13|8|13|7|
1000000617|12|10|12|9|12|9|12|10|12|8|
1000000618|13|7|13|8|13|8|13|7|13|7|
1000000619|12|8|12|8|12|7|12|8|12|10|
1000000620|||12|6|12|6|12|4|12|4|
1000000621|11|5|11|5|12|5|12|5|12|8|
1000000622|12|9|12|5|12|5|12|5|12|4|
1000000623|12|8|||||||||
1000000624|12|9|12|9|12|10|12|10|12|11|
1000000625|13|13|||12|16|||||
1000000626|12|5|12|5|12|5|12|5|12|7|
1000000627|12|5|12|6|12|6|12|6|12|6|
1000000628|11|4|11|4|11|4|11|4|11|4|
1000000629|||||12|7|||||
1000000630|11|6|11|6|11|6|||||
1000000632|12|4|12|4|12|3|12|3|12|3|
1000000633|||12|7|||12|7|||
1000000634|11|7|11|7|11|7|11|7|11|7|
1000000635|||11|4|11|6|||||
1000000636|13|14|13|13|13|12|13|12|13|12|
1000000637|11|8|11|8|11|7|11|6|11|6|
1000000638|||12|5|12|6|12|6|12|7|
1000000639|12|6|12|6|12|8|12|7|12|7|
1000000640|||||||||||
1000000641|12|11|12|9|12|9|12|9|12|10|
1000000642|12|13|12|13|12|13|12|13|12|13|
1000000643|12|9|12|10|12|12|||||
1000000644|12|7|12|4|12|5|12|10|12|10|
1000000645|13|13|13|17|||||||
1000000646|||12|8|12|8|12|5|12|4|
1000000647|12|6|12|6|13|7|12|13|12|7|
1000000648|11|5|11|4|11|3|11|3|11|3|
1000000649|||||||||13|9|
1000000650|12|7|12|4|12|13|12|13|12|13|
1000000651|||||||13|9|||
1000000652|||||12|2|12|3|12|3|
1000000653|12|9|12|14|12|14|12|8|||
1000000654|11|8|11|7|11|7|11|6|11|5|
1000000655|11|10|11|10|11|10|11|10|11|7|
1000000656|12|13|12|9|12|13|12|13|12|10|
1000000657|||||||13|6|13|7|
1000000658|12|5|12|5|12|4|12|4|12|3|
1000000659|11|6|12|6|11|6|11|6|11|6|
1000000660|||12|9|12|7|12|8|12|7|
1000000661|13|10|13|15|||||||
1000000662|12|11|12|9|||11|5|||
1000000663|13|13|13|13|13|13|13|13|13|17|
1000000664|12|13|||||||12|6|
1000000665|12|10|12|7|12|7|12|11|||
1000000666|12|7|12|6|12|6|12|6|12|7|
1000000667|||||||||||
1000000668|12|10|11|10|11|9|11|10|11|13|
1000000669|12|11|12|11|12|11|12|11|12|11|
1000000670|||11|5|11|6|11|7|11|8|
1000000671|||||11|5|11|5|11|6|
1000000672|13|9|||||||||
1000000673|13|12|13|11|13|13|13|14|13|18|
1000000674|13|11|||||||||
1000000675|11|7|11|7|11|7|11|7|11|7|
1000000676|11|8|11|7|12|14|12|14|12|14|
1000000677|13|11|13|13|13|17|||||
1000000678|13|9|13|13|13|13|||||
1000000679|11|11|11|13|||||||
1000000680|12|7|12|7|12|8|12|9|||
1000000681|11|6|12|6|11|7|12|8|11|7|
1000000682|13|8|13|9|13|9|13|13|13|12|
1000000683|11|4|11|1|12|7|11|2|11|1|
1000000684|12|3|12|4|12|7|12|7|12|7|
1000000685|12|9|12|10|||||||
1000000686|12|6|12|5|12|6|12|6|12|6|
1000000687|13|10|13|8|13|9|13|9|13|7|
1000000689|12|7|12|7|12|7|12|9|12|9|
1000000690|12|10|12|10|12|13|12|13|12|13|
1000000691|13|13|13|6|13|6|13|7|13|6|
1000000692|||12|7|12|7|12|8|12|9|
1000000693|||||||12|9|12|14|
1000000694|13|8|13|8|13|8|13|9|13|8|
1000000695|13|7|13|7|13|7|13|6|13|6|
1000000696|13|13|13|17|||||||
1000000697|11|7|11|7|11|7|11|8|11|8|
1000000698|12|7|||||||12|7|
1000000699|||||||||13|10|
1000000700|11|7|11|7|11|7|11|6|11|5|
1000000701|12|14|12|12|12|12|12|12|12|13|
1000000702|12|14|12|14|12|15|12|14|12|15|
1000000704|12|5|12|6|12|6|12|6|||
1000000705|13|8|13|8|13|8|13|7|13|7|
1000000706|||12|10|12|10|12|10|12|10|
1000000707|12|13|12|13|12|14|||||
1000000708|12|5|12|4|12|6|11|5|11|4|
1000000709|12|8|12|8|12|8|12|8|12|8|
1000000710|11|1|11|1|11|1|||||
1000000711|12|3|12|3|12|3|12|4|12|3|
1000000712|||||||||||
1000000713|11|12|12|13|12|14|11|13|||
1000000714|12|9|12|10|12|8|12|7|12|6|
1000000715|12|13|||||||||
1000000716|12|12|12|11|12|11|||||
1000000717|11|5|11|5|11|4|11|4|11|5|
1000000718|||||||13|9|||
1000000719|11|8|11|7|11|7|11|6|11|7|
1000000720|12|3|12|2|||||||
1000000721|||||||||11|3|
1000000722|12|10|12|14|12|14|12|14|12|7|
1000000723|12|7|12|6|12|6|||||
1000000724|12|10|12|10|12|9|12|7|12|8|
1000000725|11|7|11|1|||||||
1000000726|12|8|11|4|11|4|11|8|11|9|
1000000727|||||||12|7|12|7|
1000000728|||||12|9|12|13|12|13|
1000000729|||||||13|7|13|7|
1000000731|12|7|12|7|12|7|12|7|12|7|
1000000732|13|9|13|12|13|11|13|9|||
1000000733|11|7|||||||||
1000000734|12|9|12|13|12|13|12|8|12|6|
1000000735|12|7|11|7|11|7|11|6|11|7|
1000000736|12|5|12|5|12|5|12|5|12|4|
1000000737|||11|3|11|3|11|4|11|4|
1000000738|12|8|12|5|12|5|12|7|12|7|
1000000739|11|6|11|7|11|10|11|8|11|7|
1000000740|11|1|11|1|11|3|11|1|11|5|
1000000741|12|7|12|5|12|5|12|5|12|4|
1000000742|13|10|13|9|||||||
1000000743|||||||12|8|12|10|
1000000744|11|3|11|2|11|3|11|3|11|3|
1000000745|13|17|||||||||
1000000746|11|8|11|8|11|8|11|7|11|6|
1000000747|12|8|11|8|11|8|11|8|11|9|
1000000748|||||||||13|7|
1000000749|11|7|11|8|11|7|11|7|11|6|
1000000750|13|7|13|7|13|7|13|7|||
1000000751|||||||12|13|12|14|
1000000752|12|5|12|5|12|5|12|4|11|4|
1000000753|11|7|11|6|11|6|11|4|11|4|
1000000754|13|12|13|12|13|14|13|14|13|17|
1000000755|12|6|12|7|12|8|||12|7|
1000000756|12|6|12|6|12|5|12|5|12|4|
1000000757|13|11|13|10|13|10|13|10|12|12|
1000000758|13|13|12|14|12|13|12|14|||
1000000759|12|14|12|14|12|8|12|8|12|13|
1000000760|12|7|11|13|11|8|||12|10|
1000000761|12|9|12|8|11|6|12|8|12|11|
1000000762|13|13|13|13|13|13|13|13|13|8|
1000000763|12|3|12|3|12|3|12|3|12|3|
1000000764|13|6|13|6|13|6|13|6|13|6|
1000000765|13|9|13|10|13|10|13|8|13|9|
1000000766|13|4|13|5|13|4|13|4|13|4|
1000000767|11|10|11|5|||||||
1000000768|13|8|||||||||
1000000769|13|7|13|8|13|7|13|6|13|6|
1000000770|||||13|6|13|6|13|5|
1000000771|||||||12|5|12|9|
1000000772|12|10|12|9|12|9|12|10|12|11|
1000000773|13|13|13|13|13|14|||||
1000000774|13|8|13|8|12|8|12|8|12|6|
1000000775|13|8|13|7|13|11|13|9|13|10|
1000000776|||13|7|13|9|13|8|12|9|
1000000777|11|8|11|7|11|6|11|6|11|6|
1000000778|12|13|12|10|12|13|12|14|12|13|
1000000779|11|7|11|7|11|8|11|7|11|7|
1000000780|12|4|12|4|||||||
1000000782|||||||12|16|||
1000000783|||||13|13|||||
1000000784|11|8|11|8|11|8|||||
1000000785|11|2|11|4|11|4|11|3|11|3|
1000000786|11|7|11|8|11|8|11|8|11|8|
1000000787|11|11|11|11|11|8|11|10|11|10|
1000000788|11|8|11|8|11|8|11|9|11|11|
1000000789|12|7|12|11|12|13|||||
1000000790|||||||||12|7|
1000000791|12|6|12|6|12|7|12|8|12|8|
1000000792|13|6|||||||||
1000000793|||11|6|11|7|11|9|11|9|
1000000794|12|9|12|9|12|9|12|11|12|11|
1000000795|||||||||13|7|
1000000796|||||||||||
1000000797|||11|3|11|2|11|13|11|13|
1000000798|||||||12|13|12|13|
1000000799|11|3|11|2|11|1|11|1|11|1|
1000000800|||13|7|13|7|13|7|12|15|
1000000801|11|7|11|6|12|6|12|7|12|6|
1000000802|12|12|12|14|12|8|12|9|12|9|
1000000803|||||||12|5|12|5|
1000000804|12|6|||||||||
1000000805|13|7|13|8|12|7|12|9|12|9|
1000000806|12|16|||||||||
1000000807|11|6|11|7|11|5|11|4|11|4|
1000000808|12|8|12|8|12|11|12|11|12|13|
1000000809|||||||||12|5|
1000000810|||||||||12|7|
1000000811|13|7|13|7|12|5|12|7|12|6|
1000000812|||||12|7|11|8|11|5|
1000000813|12|7|12|13|12|13|12|13|12|3|
1000000814|||||11|4|12|6|||
1000000815|11|6|11|6|11|5|11|5|11|5|
1000000816|||11|3|11|4|11|6|11|6|
1000000817|13|14|13|13|||||||
1000000818|12|4|12|4|12|4|12|2|12|4|
1000000819|13|9|13|9|13|8|13|8|13|8|
1000000820|||||||||||
1000000821|12|15|||||||||
1000000822|||||||||13|7|
1000000823|12|8|12|8|12|8|||||
1000000824|12|9|12|7|12|9|12|9|12|9|
1000000825|12|9|12|8|12|9|12|12|||
1000000826|11|6|11|6|11|6|11|6|11|6|
1000000827|12|3|12|3|12|5|12|6|12|4|
1000000828|11|4|11|6|11|4|11|4|11|6|
1000000829|||||||||||
1000000830|||13|10|13|10|13|10|13|11|
1000000831|11|7|11|7|11|6|11|7|11|8|
1000000832|13|9|13|11|13|13|13|9|13|9|
1000000833|||11|8|11|8|11|9|11|9|
1000000834|13|12|13|13|13|14|13|13|13|15|
1000000835|13|8|13|8|13|7|13|7|13|6|
1000000836|13|7|13|8|13|7|13|6|13|6|
1000000837|11|3|11|3|11|3|11|3|11|3|
1000000839|12|13|12|11|12|12|12|12|||
1000000840|13|8|13|9|13|10|13|11|13|13|
1000000841|12|6|||||||||
1000000842|11|4|||||||||
1000000843|12|7|12|7|11|6|11|7|11|7|
1000000844|12|8|12|8|12|8|12|8|12|8|
1000000845|13|8|13|7|13|7|13|8|13|9|
1000000846|12|6|12|6|12|6|11|8|11|8|
1000000847|||||||11|6|11|6|
1000000849|12|5|12|5|12|11|12|6|12|5|
1000000850|||13|8|13|9|13|10|13|9|
1000000851|13|10|13|13|13|12|13|10|13|9|
1000000852|||||||||13|8|
1000000853|11|8|11|8|11|8|11|8|11|8|
1000000854|||||||12|6|12|7|
1000000855|13|7|13|7|||13|7|13|6|
1000000856|||11|4|11|4|11|4|11|3|
1000000857|||||||13|9|13|11|
1000000858|13|11|||||||||
1000000859|12|13|12|13|12|14|||||
1000000860|12|9|12|9|12|8|11|5|11|5|
1000000862|13|9|13|8|13|7|13|7|||
1000000863|12|9|12|17|||||||
1000000864|11|10|11|8|11|9|11|9|11|9|
1000000865|13|13|||13|12|13|10|13|10|
1000000866|12|5|12|4|12|5|12|5|12|4|
1000000867|12|6|12|6|11|4|11|3|11|2|
1000000868|12|4|11|4|11|4|||11|4|
1000000869|11|15|12|15|||||||
1000000870|11|4|11|3|11|2|||||
1000000871|12|9|12|10|12|9|||||
1000000872|11|4|11|4|11|4|11|4|11|3|
1000000873|11|4|11|7|11|8|11|8|12|11|
1000000874|12|6|12|5|12|5|12|5|12|5|
1000000875|13|9|13|9|||||||
1000000876|11|9|11|9|11|8|11|8|11|8|
1000000877|13|9|15|9|13|12|||||
1000000878|13|13|||||||||
1000000879|11|4|11|4|11|4|11|4|11|4|
1000000880|11|6|11|6|11|5|11|6|11|5|
1000000881|||||||||||
1000000882|||||11|5|12|9|12|8|
1000000883|||||||||||
1000000884|13|7|13|8|13|8|||||
1000000885|12|8|12|7|12|6|11|3|11|6|
1000000886|12|13|12|13|||||||
1000000887|12|10|11|10|11|9|11|10|11|10|
1000000888|||||13|17|||||
1000000889|||||||||11|2|
1000000890|12|8|12|10|12|11|12|9|12|8|
1000000891|||||||13|7|13|8|
1000000892|||12|3|12|3|12|3|12|3|
1000000893|||12|10|12|10|||||
1000000894|13|8|13|8|12|13|||||
1000000895|||||||||11|4|
1000000896|||||11|6|11|7|11|8|
1000000897|12|12|12|12|12|12|12|18|||
1000000898|11|7|11|7|11|7|11|8|11|8|
1000000899|12|7|12|8|12|8|12|8|12|8|
1000000900|||||||||||
1000000901|13|9|13|9|13|9|13|8|13|8|
1000000902|||12|6|12|4|12|4|12|4|
1000000903|11|8|11|10|11|13|11|13|11|13|
1000000904|12|5|12|4|12|5|12|13|12|6|
1000000905|12|10|12|9|||||12|14|
1000000906|11|14|11|13|11|6|11|7|11|8|
1000000907|13|10|||||||||
1000000908|12|10|12|7|12|7|12|6|12|7|
1000000909|12|5|12|5|12|5|||||
1000000910|||||||12|10|12|9|
1000000911|12|9|||||||||
1000000912|||||||13|6|13|7|
1000000913|11|5|11|5|11|7|11|9|11|14|
1000000914|11|9|11|9|11|13|11|13|11|10|
1000000915|||12|8|12|6|12|6|12|10|
1000000916|13|8|13|8|13|16|||||
1000000917|13|8|||||||||
1000000918|12|9|12|6|11|5|||||
1000000919|12|8|12|7|12|7|||||
1000000920|||||||12|14|12|14|
1000000921|12|5|12|5|12|4|12|4|12|7|
1000000922|12|14|12|13|12|14|||||
1000000923|13|9|13|11|13|8|13|13|13|14|
1000000924|12|10|12|6|12|6|12|6|12|7|
1000000925|11|4|11|3|11|4|||||
1000000926|15|6|15|7|15|7|15|7|15|6|
1000000927|13|9|13|9|13|13|13|13|13|8|
1000000928|11|8|11|7|11|7|11|7|11|7|
1000000929|||||||13|10|13|11|
1000000930|12|5|12|5|||||||
1000000931|||||||||13|11|
1000000932|12|10|12|8|12|8|12|8|12|8|
1000000933|12|7|12|6|12|8|12|7|12|13|
1000000934|||||||||12|7|
1000000935|13|10|13|8|13|9|13|11|13|13|
1000000936|||||||||13|7|
1000000937|||||||||13|6|
1000000938|11|10|11|9|||||||
1000000939|11|8|11|8|||||||
1000000940|12|8|12|7|12|7|12|7|12|7|
1000000941|13|9|13|8|13|9|13|13|13|10|
1000000942|13|7|||||||||
1000000943|12|5|11|8|11|8|11|8|11|7|
1000000944|13|10|13|10|13|11|13|9|13|12|
1000000945|||13|7|13|9|12|7|12|7|
1000000946|11|11|11|13|||11|8|11|8|
1000000947|||13|10|13|9|||||
1000000948|13|9|13|10|13|8|13|9|13|9|
1000000949|||12|6|12|6|12|7|||
1000000951|12|3|12|3|||||||
1000000952|12|13|||||||||
1000000953|12|10|12|9|12|13|12|10|12|8|
1000000954|12|16|13|9|12|9|12|9|12|11|
1000000955|12|7|12|6|12|6|12|7|12|6|
1000000956|||12|3|12|4|12|4|12|4|
1000000958|13|6|13|5|13|5|13|5|12|4|
1000000959|12|11|12|9|12|10|12|10|12|10|
1000000960|||13|11|13|13|||||
1000000961|13|13|13|13|||||||
1000000962|12|8|12|6|12|8|12|7|12|7|
1000000963|||||||11|3|11|3|
1000000964|||||11|4|||||
1000000965|13|9|13|9|13|9|13|8|13|8|
1000000966|13|8|13|14|13|15|13|15|||
1000000967|13|8|13|8|13|6|13|6|||
1000000968|||||12|8|12|10|12|10|
1000000969|13|10|||||||||
1000000970|11|10|11|8|11|7|11|8|11|9|
1000000971|12|7|12|7|12|7|12|12|12|13|
1000000972|11|4|11|4|11|4|11|3|11|4|
1000000973|13|9|13|9|13|11|||||
1000000974|13|8|||||||||
1000000975|12|11|11|7|11|7|12|13|||
1000000976|||||12|4|12|5|12|5|
1000000977|||||13|10|13|8|||
1000000978|13|12|13|11|13|10|13|10|13|12|
1000000979|12|9|12|9|12|10|12|9|12|7|
1000000980|13|9|13|9|13|10|13|11|13|13|
1000000981|||12|6|12|7|12|9|||
1000000982|||||||||11|4|
1000000983|||13|7|13|8|12|8|12|8|
1000000984|11|11|11|11|||||||
1000000985|||||||13|13|13|10|
1000000986|11|5|11|5|11|3|11|3|11|3|
1000000987|12|15|||||||||
1000000988|12|13|13|8|12|8|12|11|12|11|
1000000989|12|8|||12|7|12|8|13|7|
1000000990|12|7|13|11|13|8|13|10|13|11|
1000000991|13|13|13|17|||||||
1000000992|12|7|12|8|12|8|12|14|12|13|
1000000994|12|14|12|14|13|14|13|14|13|14|
1000000995|12|6|12|5|12|5|12|5|12|6|
1000000996|||||13|7|||||
1000000997|||12|13|12|12|12|14|||
1000000998|||||12|7|12|8|||
1000000999|15|8|15|8|15|8|15|8|13|13|
1000001000|13|6|13|6|13|9|12|8|12|9|
1000001001|13|16|13|14|13|14|13|17|||
1000001002|||||||12|10|||
1000001003|11|9|11|8|11|7|11|6|11|6|
1000001004|12|9|12|8|12|8|12|9|12|11|
1000001005|11|9|11|8|12|14|12|14|12|14|
1000001006|11|2|11|7|11|5|11|5|11|5|
1000001007|13|9|||||||||
1000001008|12|11|12|11|12|11|12|9|12|13|
1000001009|12|5|12|5|12|4|12|3|12|2|
1000001010|13|9|13|13|13|13|||||
1000001011|||12|5|12|5|12|5|12|6|
1000001013|12|7|12|3|12|2|12|2|12|2|
1000001014|13|7|13|6|12|4|||||
1000001015|||15|7|13|8|13|9|13|10|
1000001016|||||13|6|13|5|12|5|
1000001017|13|13|||||||||
1000001018|13|6|13|7|13|7|13|7|13|7|
1000001019|||||13|13|13|13|13|14|
1000001020|12|6|12|7|11|7|11|6|11|4|
1000001021|13|7|13|6|13|8|||||
1000001022|||||13|8|12|9|12|11|
1000001023|12|15|12|15|12|14|12|18|||
1000001024|13|9|13|8|13|7|13|8|13|7|
1000001025|12|11|12|10|12|9|12|7|12|7|
1000001026|||||13|5|13|6|13|6|
1000001027|||12|7|12|7|12|7|12|7|
1000001028|||||12|9|12|10|||
1000001029|12|11|12|11|12|9|12|13|12|13|
1000001030|13|9|13|8|13|9|13|9|13|9|
1000001031|13|6|||||||||
1000001032|12|10|12|10|||||||
1000001033|12|6|12|5|12|6|12|7|12|7|
1000001034|15|7|13|7|||||||
1000001035|13|13|13|8|13|9|13|8|13|8|
1000001036|13|14|12|9|12|8|12|9|12|6|
1000001037|11|7|11|7|11|8|11|7|11|8|
1000001038|12|7|12|8|12|7|12|7|12|6|
1000001039|13|8|||||||||
1000001040|||||12|17|||||
1000001041|||||13|6|||||
1000001042|||||||12|10|12|11|
1000001043|13|14|||||||||
1000001044|13|8|13|8|13|7|13|7|13|7|
1000001045|||13|9|||||||
1000001046|15|9|15|9|15|13|15|13|13|14|
1000001047|12|14|12|8|||||||
1000001048|11|9|11|8|11|8|11|8|11|7|
1000001049|12|6|12|6|12|9|12|9|12|8|
1000001050|||||12|7|12|7|12|7|
1000001051|||||||||12|4|
1000001052|12|14|12|9|12|10|||||
1000001053|13|8|13|8|13|8|13|8|13|13|
1000001054|12|7|12|7|12|6|12|5|12|5|
1000001055|13|12|13|9|13|12|13|10|13|10|
1000001056|12|7|12|7|12|6|12|7|12|7|
1000001057|11|4|11|3|11|3|11|3|11|3|
1000001058|12|8|12|8|12|8|||||
1000001059|12|9|13|11|13|13|||||
1000001060|||13|7|13|7|13|8|13|9|
1000001061|13|13|13|14|13|8|||||
1000001062|13|9|13|8|13|13|13|8|13|7|
1000001063|13|9|13|8|13|8|13|8|12|14|
1000001064|||||||11|8|11|8|
1000001065|12|7|12|7|11|8|11|7|11|7|
1000001066|12|7|12|7|11|13|||||
1000001067|||12|7|12|7|12|12|12|14|
1000001068|12|10|12|10|12|11|12|10|12|12|
1000001069|||||||13|7|13|7|
1000001070|12|5|12|7|12|7|11|7|11|6|
1000001071|12|7|12|7|12|7|12|7|12|6|
1000001072|12|5|12|7|12|6|12|7|12|8|
1000001073|||||||13|11|13|11|
1000001074|12|7|12|7|12|6|12|6|12|9|
1000001075|||11|6|11|6|11|7|11|7|
1000001076|13|8|13|8|13|13|13|13|13|14|
1000001077|13|14|13|16|||||||
1000001079|12|11|12|11|12|9|12|9|12|13|
1000001080|||12|7|12|10|||||
1000001081|11|2|||||11|5|11|5|
1000001082|||13|7|||||||
1000001083|||||||11|5|11|5|
1000001084|15|7|15|6|13|9|||||
1000001085|||12|6|12|8|12|11|12|8|
1000001086|13|8|13|11|||||||
1000001087|13|11|||||||||
1000001088|||||13|8|13|8|13|8|
1000001089|||12|5|12|5|12|4|12|4|
1000001090|||||12|7|12|8|12|9|
1000001091|12|5|11|5|11|6|11|5|12|6|
1000001092|12|11|12|13|12|13|12|14|12|14|
1000001093|12|10|12|10|12|10|||||
1000001094|||12|6|12|6|12|6|12|7|
1000001095|||||12|6|12|7|12|7|
1000001096|||||12|7|12|7|12|10|
1000001097|||||13|7|13|6|13|5|
1000001098|11|6|11|6|11|6|11|5|11|6|
1000001099|12|11|||||||||
1000001100|11|5|11|7|11|3|11|3|11|3|
1000001101|||||||12|6|12|7|
1000001102|12|9|12|5|12|4|12|6|12|8|
1000001103|12|14|12|8|12|7|||||
1000001104|||13|9|13|12|13|11|||
1000001106|12|4|12|4|12|6|12|4|12|8|
1000001107|13|13|13|13|13|13|13|13|13|13|
1000001108|11|10|11|13|11|5|11|7|11|8|
1000001109|||||||||13|12|
1000001110|11|7|11|7|11|7|11|7|11|7|
1000001111|15|7|15|8|13|9|||||
1000001112|12|7|||||||||
1000001113|11|4|11|4|11|4|11|4|11|4|
1000001114|||13|11|13|11|||||
1000001116|13|7|13|8|13|8|13|7|13|9|
1000001117|||||11|9|11|8|11|8|
1000001118|||||||||12|5|
1000001119|13|8|13|8|13|9|13|9|13|12|
1000001120|||||||||12|17|
1000001121|11|13|12|13|12|13|12|15|12|15|
1000001123|||13|9|13|11|13|9|||
1000001124|13|7|13|9|13|8|13|6|13|6|
1000001125|12|10|12|13|12|13|12|14|12|14|
1000001126|13|11|13|11|13|11|13|13|13|11|
1000001127|12|8|12|7|12|8|12|6|12|9|
1000001128|12|8|||||||||
1000001129|12|6|12|6|12|7|11|7|11|5|
1000001130|||||||||||
1000001131|12|9|12|10|12|13|12|13|12|13|
1000001132|13|13|13|13|13|13|13|13|13|12|
1000001133|13|11|13|11|13|17|13|17|||
1000001134|13|17|||||||||
1000001135|12|4|12|3|12|4|12|2|12|3|
1000001136|||13|9|13|9|||||
1000001137|12|12|12|12|12|14|12|14|||
1000001138|12|5|12|4|12|5|12|5|12|5|
1000001139|||||||||11|4|
1000001140|||||||||13|9|
1000001141|||||13|12|||||
1000001142|12|10|12|10|12|11|12|12|12|12|
1000001143|11|2|11|3|11|3|11|3|11|3|
1000001144|12|4|12|6|12|5|12|5|||
1000001145|13|9|13|10|13|10|13|8|13|7|
1000001146|11|2|||||||||
1000001147|12|7|12|7|11|7|11|8|11|7|
1000001148|13|6|||||||||
1000001149|||13|9|13|9|13|8|||
1000001150|13|9|13|8|13|7|13|8|13|9|
1000001151|12|8|12|13|12|14|12|14|12|14|
1000001152|13|13|13|10|13|9|13|11|||
1000001153|13|9|13|8|13|8|13|8|13|8|
1000001154|11|8|11|8|11|9|||||
1000001155|12|5|12|9|12|8|12|8|||
1000001156|||||12|3|12|2|12|3|
1000001157|13|6|13|6|13|6|13|8|13|7|
1000001158|||||12|13|12|13|12|13|
1000001159|||||13|7|13|7|||
1000001160|||||||||13|9|
1000001162|13|9|13|9|13|8|13|8|||
1000001163|13|7|13|7|13|10|13|12|13|8|
1000001164|13|7|12|8|||||12|7|
1000001165|13|11|13|12|13|11|13|10|13|10|
1000001166|12|13|12|9|12|10|||||
1000001167|13|8|13|8|13|8|13|9|13|9|
1000001168|||12|9|12|9|12|12|12|14|
1000001169|12|8|12|9|12|12|12|10|12|9|
1000001170|||13|7|13|8|13|8|13|9|
1000001171|11|9|12|9|11|9|12|10|12|10|
1000001172|13|9|||||||||
1000001173|12|9|12|9|12|8|12|9|12|8|
1000001174|||||13|8|13|13|13|13|
1000001175|11|2|11|2|11|3|11|4|11|5|
1000001176|||||||12|8|12|7|
1000001177|13|9|13|11|12|12|12|13|12|13|
1000001178|13|13|12|14|12|15|12|15|12|15|
1000001179|11|5|11|3|11|3|11|4|11|6|
1000001180|13|9|13|7|13|8|13|9|13|9|
1000001181|12|8|12|5|12|5|12|5|12|4|
1000001182|13|12|13|11|13|12|13|11|13|10|
1000001183|13|12|13|13|13|13|||13|13|
1000001184|13|8|13|9|13|9|13|12|13|12|
1000001185|12|10|12|13|12|12|12|17|||
1000001186|12|6|12|5|12|6|12|6|12|6|
1000001187|12|11|||||||||
1000001188|12|14|12|14|13|14|13|14|13|14|
1000001189|13|9|13|12|13|10|||||
1000001190|12|9|12|10|12|11|12|12|12|13|
1000001191|13|6|13|6|13|6|||||
1000001192|11|8|11|8|11|7|11|7|11|7|
1000001193|12|7|12|7|12|7|12|7|12|9|
1000001194|13|8|13|8|13|8|13|13|13|9|
1000001195|||13|9|13|9|13|9|13|9|
1000001196|12|10|12|9|12|9|12|12|||
1000001197|||||12|4|12|5|12|6|
1000001198|12|5|11|3|11|4|11|4|11|5|
1000001199|12|6|12|7|12|7|11|6|11|6|
1000001200|13|7|||||||||
1000001201|13|10|13|9|13|10|13|10|13|8|
1000001202|13|12|13|15|13|13|13|14|13|12|
1000001203|||12|10|12|11|12|13|12|13|
1000001204|||||||12|6|12|5|
1000001205|13|11|||||||||
1000001206|||||||13|8|13|13|
1000001207|11|10|11|10|11|10|11|10|11|10|
1000001208|13|9|13|6|13|6|13|9|13|13|
1000001209|||13|7|13|7|13|7|13|8|
1000001210|13|6|13|6|13|7|13|6|13|6|
1000001211|||13|11|12|12|12|9|||
1000001212|||||12|17|||||
1000001213|13|9|13|12|13|10|13|12|13|11|
1000001214|13|11|13|10|13|13|||||
1000001215|||13|9|13|17|||||
1000001216|11|7|11|10|11|10|11|10|||
1000001217|13|8|13|8|13|7|||||
1000001218|11|10|11|10|11|9|11|9|11|12|
1000001219|13|10|||||||||
1000001220|||13|11|13|10|13|9|||
1000001221|12|13|12|9|12|9|13|9|12|14|
1000001222|||||||||||
1000001223|||11|6|11|4|11|17|11|7|
1000001224|13|7|13|7|13|8|13|8|13|9|
1000001225|13|7|13|9|13|9|13|13|13|7|
1000001226|12|13|12|5|11|13|11|15|12|15|
1000001227|11|5|11|4|11|4|||||
1000001228|13|6|||||||||
1000001229|||||||13|10|13|9|
1000001230|13|9|13|9|||||||
1000001231|12|8|12|8|12|8|12|8|12|8|
1000001232|||||12|10|12|17|||
1000001233|15|8|13|9|13|11|13|12|||
1000001234|12|14|||||||||
1000001235|||12|10|12|9|12|9|||
1000001236|13|5|13|5|||||||
1000001237|13|8|13|7|||||||
1000001238|13|11|13|10|13|11|13|9|13|13|
1000001239|||||13|9|13|13|13|13|
1000001240|||||||||13|11|
1000001241|||13|11|13|10|13|11|13|11|
1000001242|12|3|12|4|12|4|12|5|||
1000001243|13|8|13|7|13|7|13|11|13|8|
1000001244|11|9|11|9|11|8|11|8|11|8|
1000001245|12|7|12|9|||||||
1000001246|13|6|13|7|13|6|13|7|13|7|
1000001247|12|9|11|9|11|8|12|8|12|9|
1000001248|12|8|||||||||
1000001249|12|7|12|7|12|8|12|8|12|13|
1000001250|12|14|11|14|11|14|11|14|11|14|
1000001251|12|8|12|8|||||||
1000001252|11|7|11|7|11|6|11|7|11|6|
1000001253|||13|6|13|6|13|6|13|6|
1000001255|12|10|12|8|12|8|12|8|12|7|
1000001256|12|11|12|11|12|13|12|14|12|14|
1000001257|||||||||13|13|
1000001258|||||||||13|7|
1000001259|13|13|13|10|13|10|13|12|13|11|
1000001260|||||||||||
1000001261|15|9|13|10|13|9|13|10|13|11|
1000001262|13|8|13|8|13|8|12|9|12|10|
1000001263|12|13|12|17|||||||
1000001265|12|7|||||||||
1000001266|||||||||12|6|
1000001267|||||||||13|11|
